SYMBOL,SECTOR
TERASOFT,Other
TEXINFRA,Other
TEXMOPIPES,Other
TEXRAIL,Other
TFCILTD,Other
THANGAMAYL,Other
THEMISMED,Other
THERMAX,CapGoods
THOMASCOOK,Other
THYROCARE,Healthcare
TI,Other
TIDEWATER,Other
TIIL,Other
TIINDIA,Other
TIMETECHNO,Other
TIMKEN,Other
TINPLATE,Other
TIPSINDLTD,Other
TIRUMALCHM,Other
TITAN,ConsumerDurables
TNPETRO,Other
TNPL,Other
TORNTPHARM,Pharma
TORNTPOWER,Energy
TOTAL,Other
TPLPLASTEH,Other
TREJHARA,Other
TRENT,Other
TRF,Other
TRIDENT,Other
TRIGYN,Other
TRIL,Other
TRITURBINE,Other
TRIVENI,Other
TTKHLTCARE,Other
TTKPRESTIG,Other
TTL,Other
TTML,Other
TV18BRDCST,Other
TVSELECT,Other
TVSMOTOR,Auto
TVSSRICHAK,Other
TVTODAY,Other
TWL,Other
UBL,FMCG
UCALFUEL,Other
UCOBANK,Other
UDAICEMENT,Other
UFLEX,Other
UFO,Other
UGARSUGAR,Other
UGROCAP,Other
UJAAS,Other
UJJIVAN,Other
UJJIVANSFB,Other
ULTRACEMCO,Cement
UMANGDAIRY,Other
UNICHEMLAB,Other
UNIDT,Other
UNIONBANK,Banking
UNIVASTU,Other
UNIVCABLES,Other
UNIVPHOTO,Other
UPL,Agri
URJA,Other
USHAMART,Other
UTIAMC,Other
UTINIFTETF,Other
UTTAMSTL,Other
UTTAMSUGAR,Other
V2RETAIL,Other
VADILALIND,Other
VAIBHAVGBL,Other
VAISHALI,Other
VAKRANGEE,Other
VALIANTORG,Other
VARDHACRLC,Other
VARROC,Other
VASCONEQ,Other
VBL,FMCG
VEDL,Metals
VENKEYS,Other
VENUSREM,Other
VERTOZ,Other
VESUVIUS,Other
VETO,Other
VGUARD,ConsumerDurables
VHL,Other
VIDHIING,Other
VIJAYA,Other
VIKASECO,Other
VIKASLIFE,Other
VIKASPROP,Other
VIKASWSP,Other
VIMTALABS,Other
VINATIORGA,Chemicals
VINDHYATEL,Other
VINEETLAB,Other
VINYLINDIA,Other
VIPCLOTHNG,Other
VIPIND,Other
VISAKAIND,Other
VISESHINFO,Other
VISHAL,Other
VISHNU,Other
VISHWARAJ,Other
VIVIMEDLAB,Other
VLSFINANCE,Other
VMART,Other
VOLTAMP,Other
VOLTAS,CapGoods
VRLLOG,Other
VSSL,Other
VSTIND,Other
VSTTILLERS,Other
VTL,Other
WABAG,Other
WABCOINDIA,Other
WALCHANNAG,Other
WATERBASE,Other
WEBELSOLAR,Other
WELCORP,Other
WELENT,Other
WELSPUNIND,Metals
WENDT,Other
WESTLIFE,Other
WHEELS,Other
WHIRLPOOL,ConsumerDurables
WINDLAS,Other
WINDMACHIN,Other
WINPRO,Other
WIPRO,IT
WOCKPHARMA,Other
WONDERLA,Other
WORTH,Other
WSTCSTPAPR,Other
XCHANGING,Other
XELPMOC,Other
XPROINDIA,Other
YAARI,Other
YAARII,Other
YESBANK,Other
ZEEL,Media
ZEELEARN,Other
ZEEMEDIA,Other
ZENSARTECH,Other
ZENTEC,Other
ZODIACLOTH,Other
ZOMATO,Other
ZOTA,Other
ZUARI,Other
ZUARIGLOB,Other
ZYDUSLIFE,Other
ZYDUSWELL,Other
